AccountNumber,AccountName
5198,"Övriga fastighetskostnader, avdragsgilla"
5199,"Övriga fastighetskostnader, ej avdragsgilla"
5200,Hyra av anläggningstillgångar (gruppkonto)
5210,Hyra av maskiner och andra tekniska anläggningar
5211,Korttidshyra av maskiner och andra tekniska anläggningar
5212,Leasing av maskiner och andra tekniska anläggningar
5220,Hyra av inventarier och verktyg
5221,Korttidshyra av inventarier och verktyg
5222,Leasing av inventarier och verktyg
5250,Hyra av datorer
5251,Korttidshyra av datorer
5252,Leasing av datorer
5290,Övriga hyreskostnader för anläggningstillgångar
5300,Energikostnader (gruppkonto)
5310,El för drift
5320,Gas
5330,Eldningsolja
5340,Stenkol och koks
5350,"Torv, träkol, ved och annat träbränsle"
5360,"Bensin, fotogen och motorbrännolja"
5370,"Fjärrvärme, kyla och ånga"
5380,Vatten
5390,Övriga energikostnader
5400,Förbrukningsinventarier och förbrukningsmaterial (gruppkonto)
5410,Förbrukningsinventarier
5411,Förbrukningsinventarier med en livslängd på mer än ett år
5412,Förbrukningsinventarier med en livslängd på ett år eller mindre
5420,Programvaror och abonnemang
5430,Transportinventarier
5440,Förbrukningsemballage
5460,Förbrukningsmaterial
5480,Arbetskläder och skyddsmaterial
5490,Övriga förbrukningsinventarier och förbrukningsmaterial
5491,Övriga förbrukningsinventarier med en livslängd på mer än ett år
5492,Övriga förbrukningsinventarier med en livslängd på ett år eller mindre
5493,Övrigt förbrukningsmaterial
5500,Reparation och underhåll (gruppkonto)
5510,Reparation och underhåll av maskiner och andra tekniska anläggningar
5520,"Reparation och underhåll av inventarier, verktyg och datorer m.m."
5530,Reparation och underhåll av installationer
5550,Reparation och underhåll av förbrukningsinventarier
5580,Underhåll och tvätt av arbetskläder
5590,Övriga kostnader för reparation och underhåll
5600,Kostnader för transportmedel (gruppkonto)
5610,Personbilskostnader
5611,Drivmedel för personbilar
5612,Försäkring och skatt för personbilar
5613,Reparation och underhåll av personbilar
5615,Leasing av personbilar
5616,"Trängselskatt, avdragsgill"
5619,Övriga personbilskostnader
5620,Lastbilskostnader
5630,Truckkostnader
5640,Kostnader för arbetsmaskiner
5650,Traktorkostnader
5660,"Motorcykel-, moped- och skoterkostnader"
5670,"Båt-, flygplans- och helikopterkostnader"
5690,Övriga kostnader för transportmedel
5700,Frakter och transporter (gruppkonto)
5710,"Frakter, transporter och försäkringar vid varudistribution"
5720,Tull- och speditionskostnader m.m.
5730,Arbetstransporter
5790,Övriga kostnader för frakter och transporter
5800,Resekostnader (gruppkonto)
5810,Biljetter
5820,Hyrbilskostnader
5830,Kost och logi
5831,Kost och logi i Sverige
5832,Kost och logi i utlandet
5890,Övriga resekostnader
5900,Reklam och PR (gruppkonto)
5910,Annonsering
5920,Utomhus- och trafikreklam
5930,Reklamtrycksaker och direktreklam
5940,Utställningar och mässor
5950,Butiksreklam och återförsäljarreklam
5960,"Varuprover, reklamgåvor, presentreklam och tävlingar"
5970,"Film-, radio-, TV- och Internetreklam"
5980,"PR, institutionell reklam och sponsring"
5990,Övriga kostnader för reklam och PR
6000,Övriga försäljningskostnader (gruppkonto)
6010,"Kataloger, prislistor m.m."
6020,Egna facktidskrifter
6030,Speciella orderkostnader
6040,Kontokortsavgifter
6044,Avgift kortbetalning Webshop
6050,Försäljningsprovisioner
6055,Franchisekostnader o.dyl.
6060,Kreditförsäljningskostnader
6061,Kreditupplysning
6062,Inkasso och KFM-avgifter
6063,Kreditförsäkringspremier
6064,Factoringavgifter
6069,Övriga kreditförsäljningskostnader
6070,Representation
6071,"Representation, avdragsgill"
6072,"Representation, ej avdragsgill"
6080,Bankgarantier
6090,Övriga försäljningskostnader
6100,Kontorsmateriel och trycksaker (gruppkonto)
6110,Kontorsmateriel
6150,Trycksaker
6200,Tele och post (gruppkonto)
6210,Telekommunikation
6211,Fast telefoni
6212,Mobiltelefon
6213,Mobilsökning
6214,Fax
6215,Telex
6230,Datakommunikation
6250,Postbefordran
6300,Företagsförsäkringar och övriga riskkostnader (gruppkonto)
6310,Företagsförsäkringar
6320,Självrisker vid skada
6330,Förluster i pågående arbeten
6340,Lämnade skadestånd
6341,"Lämnade skadestånd, avdragsgilla"
6342,"Lämnade skadestånd, ej avdragsgilla"
6350,Förluster på kundfordringar
6351,Konstaterade förluster på kundfordringar
6352,Befarade förluster på kundfordringar
6360,Garantikostnader
6361,Förändring av garantiavsättning
6362,Faktiska garantikostnader
6370,Kostnader för bevakning och larm
6380,Förluster på övriga kortfristiga fordringar
6390,Övriga riskkostnader
6400,Förvaltningskostnader (gruppkonto)
6410,Styrelsearvoden som inte är lön
6420,Ersättningar till revisor
6421,Revision
6422,Revisionsverksamhet utöver revision
6423,Skatterådgivning – revisor
6424,Övriga tjänster – revisor
6430,Management fees
6440,Årsredovisning och delårsrapporter
6450,Bolagsstämma/års- eller föreningsstämma
6490,Övriga förvaltningskostnader
6500,Övriga externa tjänster (gruppkonto)
6510,Mätningskostnader
6520,Ritnings- och kopieringskostnader
6530,Redovisningstjänster
6540,IT-tjänster
6550,Konsultarvoden
6560,Serviceavgifter till branschorganisationer
6570,Bankkostnader
6580,Advokat- och rättegångskostnader
6590,Övriga externa tjänster
6800,Inhyrd personal (gruppkonto)
6810,Inhyrd produktionspersonal
6820,Inhyrd lagerpersonal
6830,Inhyrd transportpersonal
6840,Inhyrd kontors- och ekonomipersonal
6850,Inhyrd IT-personal
6860,Inhyrd marknads- och försäljningspersonal
6870,Inhyrd restaurang- och butikspersonal
6880,Inhyrda företagsledare
6890,Övrig inhyrd personal
6900,Övriga externa kostnader (gruppkonto)
6910,Licensavgifter och royalties
6920,Kostnader för egna patent
6930,Kostnader för varumärken m.m.
6940,"Kontroll-, provnings- och stämpelavgifter"
6950,Tillsynsavgifter myndigheter
6970,"Tidningar, tidskrifter och facklitteratur"
6980,Föreningsavgifter
6981,"Föreningsavgifter, avdragsgilla"
6982,"Föreningsavgifter, ej avdragsgilla"
6990,Övriga externa kostnader
6991,"Övriga externa kostnader, avdragsgilla"
6992,"Övriga externa kostnader, ej avdragsgilla"
6993,Lämnade bidrag och gåvor
6996,Betald utländsk inkomstskatt
6997,Obetald utländsk inkomstskatt
6998,Utländsk moms
6999,"Ingående moms, blandad verksamhet"
7000,Löner till kollektivanställda (gruppkonto)
7010,Löner till kollektivanställda
7012,Vinstandelar till kollektivanställda
7013,"Lön växa-stöd kollektivanställda 10,21 %"
7014,"Löner till kollektivanställda 16,36 %"
7015,"Löner till kollektivanställda 6,15 %"
7016,"Vinstandelar till kollektivanställda 6,15 %"
7017,Avgångsvederlag till kollektivanställda
7018,"Bruttolöneavdrag, kollektivanställda"
7019,Upplupna löner och vinstandelar till kollektivanställda
7030,Löner till kollektivanställda (utlandsanställda)
7031,Löner till kollektivanställda (utlandsanställda)
7032,Vinstandelar till kollektivanställda (utlandsanställda)
7033,Löner till kollektivanställda under 26 år (utlandsanställda)
7034,"Löner kollektivaansställda 16,36 %"
7035,"Löner till kollektivanställda 6,15 %"
7036,"Vinstandelar till kollektivanställda 6,15 % (utlandsanställda)"
7037,Avgångsvederlag till kollektivanställda (utlandsanställda)
7038,"Bruttolöneavdrag, kollektivanställda (utlandsanställda)"
7039,Upplupna löner och vinstandelar till kollektivanställda (utlandsanställda)
7080,Löner till kollektivanställda för ej arbetad tid
7081,Sjuklöner till kollektivanställda
7082,Semesterlöner till kollektivanställda
7083,Föräldraersättning till kollektivanställda
7089,Övriga löner till kollektivanställda för ej arbetad tid
7090,Förändring av semesterlöneskuld
7200,Löner till tjänstemän och företagsledare (gruppkonto)
7210,Löner till tjänstemän
7212,Vinstandelar till tjänstemän
7213,"Lön växa-stöd tjänstemän 10,21 %"
7214,"Löner till tjänstemän 16,36 %"
7215,"Löner till tjänstemän 6,15 %"
7216,"Vinstandelar till tjänstemän 6,15 %"
7217,Avgångsvederlag till tjänstemän
7218,"Bruttolöneavdrag, tjänstemän"
7219,Upplupna löner och vinstandelar till tjänstemän
7220,Löner till företagsledare
7222,Tantiem till företagsledare
7223,"Löner till företagsledare 25,46 %"
7224,"Löner till företagsledare 16,36 %"
7225,"Löner till företagsledare 6,15 %"
7227,Avgångsvederlag till företagsledare
7228,"Bruttolöneavdrag, företagsledare"
7229,Upplupna löner och tantiem till företagsledare
7230,Löner till tjänstemän och ftgsledare (utlandsanställda)
7232,Vinstandelar till tjänstemän och ftgsledare (utlandsanställda)
7233,Löner till tjänstemän och ftgsledare under 26 år (utlandsanställda)
7234,Löner till tjänstemän och ftgsledare (utlandsanställda) (nya pensionssystemet)
7235,Löner till tjänstemän och ftgsledare (utlandsanställda) (avgiftsbefriade)
7236,Vinstandelar till tjänstemän och ftgsledare (utlandsanställda) (avgiftsbefriade)
7237,Avgångsvederlag till tjänstemän och ftgsledare (utlandsanställda)
7238,"Bruttolöneavdrag, tjänstemän och ftgsledare (utlandsanställda)"
7239,Upplupna löner och vinstandelar till tjänstemän och ftgsledare (utlandsanställda)
7240,Styrelsearvoden
7280,Löner till tjänstemän och företagsledare för ej arbetad tid
7281,Sjuklöner till tjänstemän
7282,Sjuklöner till företagsledare
7283,Föräldraersättning till tjänstemän
7284,Föräldraersättning till företagsledare
7285,Semesterlöner till tjänstemän
7286,Semesterlöner till företagsledare
7288,Övriga löner till tjänstemän för ej arbetad tid
7289,Övriga löner till företagsledare för ej arbetad tid
7290,Förändring av semesterlöneskuld
7291,Förändring av semesterlöneskuld till tjänstemän
7292,Förändring av semesterlöneskuld till företagsledare
7300,Kostnadsersättningar och förmåner (gruppkonto)
7310,Kontanta extraersättningar
7311,Ersättningar för sammanträden m.m.
7312,Ersättningar för förslagsverksamhet och uppfinningar
7313,Ersättningar för/bidrag till bostadskostnader
7314,Ersättningar för/bidrag till måltidskostnader
7315,Ersättningar för/bidrag till resor till och från arbetsplatsen
7316,Ersättningar för/bidrag till arbetskläder
7317,Ersättningar för/bidrag till arbetsmaterial och arbetsverktyg
7318,Felräkningspengar
7319,Övriga kontanta extraersättningar
7320,Traktamenten vid tjänsteresa
7321,"Skattefria traktamenten, Sverige"
7322,"Skattepliktiga traktamenten, Sverige"
7323,"Skattefria traktamenten, utlandet"
7324,"Skattepliktiga traktamenten, utlandet"
7330,Bilersättningar
7331,Skattefria bilersättningar
7332,Skattepliktiga bilersättningar
7333,"Ersättning för trängselskatt, skattefri"
7350,Ersättningar för föreskrivna arbetskläder
7370,Representationsersättningar
7380,Kostnader för förmåner till anställda
7381,Kostnader för fri bostad
7382,Kostnader för fria eller subventionerade måltider
7383,Kostnader för fria resor till och från arbetsplatsen
7384,Kostnader för fria eller subventionerade arbetskläder
7385,Kostnader för fri bil
7386,Subventionerad ränta
7387,Kostnader för lånedatorer
7388,Anställdas ersättning för erhållna förmåner
7389,Övriga kostnader för förmåner
7390,Övriga kostnadsersättningar och förmåner
7391,Kostnad för trängselskatteförmån
7392,Kostnad för förmån av hushållsnära tjänster
7399,Motkontering förmåner
7400,Pensionskostnader (gruppkonto)
7410,Pensionsförsäkringspremier
7411,Premier för kollektiva pensionsförsäkringar
7412,Premier för individuella pensionsförsäkringar
7418,Återbäring från försäkringsföretag
7420,Förändring av pensionsskuld
7430,Avdrag för räntedel i pensionskostnad
7440,Förändring av pensionsstiftelsekapital
7441,Avsättning till pensionsstiftelse
7448,Gottgörelse från pensionsstiftelse
7460,Pensionsutbetalningar
7461,Pensionsutbetalningar till f.d. kollektivanställda
7462,Pensionsutbetalningar till f.d. tjänstemän
7463,Pensionsutbetalningar till f.d. företagsledare
7470,Förvaltnings- och kreditförsäkringsavgifter
7490,Övriga pensionskostnader
7500,Sociala och andra avgifter enligt lag och avtal (gruppkonto)
7510,"Arbetsgivaravgifter 31,42 %"
7511,Arbetsgivaravgifter för löner och ersättningar
7512,Arbetsgivaravgifter för förmånsvärden
7513,Arbetsgivaravgift avdrag forskning
7514,Arbetsgivaravgift första anställd
7515,Arbetsgivaravgifter på skattepliktiga kostnadsersättningar
7516,Arbetsgivaravgifter på arvoden
7518,Arbetsgivaravgifter på bruttolöneavdrag m.m.
7519,Arbetsgivaravgifter för semester- och löneskulder
7520,"Avgifter 16,36 %"
7521,Avgifter för löner och ersättningar
7522,Avgifter för förmånsvärden
7525,Avgifter på skattepliktiga kostnadsersättningar
7526,Avgifter på arvoden
7528,Avgifter på bruttolöneavdrag m.m.
7529,Avgifter för semester- och löneskulder
7530,Särskild löneskatt
7531,Särskild löneskatt för vissa försäkringsersättningar m.m.
7532,"Särskild löneskatt pensionskostnader, deklarationspost"
7533,Särskild löneskatt för pensionskostnader
7534,"Särskild löneskatt förvärvsinkomster 6,15 %"
7550,Avkastningsskatt på pensionsmedel
7551,Avkastningsskatt 15% försäkringsföretag m.fl. samt avsatt till pensioner
7552,Avkastningsskatt 15% utländska pensionsförsäkringar
7553,Avkastningsskatt 30 % utländska försäkringsföretag m.fl.
7554,Avkastningsskatt 30% utländska kapitalförsäkringar
7560,"Arbetsgivaravgifter 25,46 %"
7570,Premier för arbetsmarknadsförsäkringar
7571,Arbetsmarknadsförsäkringar
7572,"Arbetsmarknadsförsäkringar pensionsförsäkringspremier, deklarationspost"
7573,"Arbetsmarknadsförsäkringar, betalda premier och avgifter"
7580,Gruppförsäkringspremier
7581,Grupplivförsäkringspremier
7582,Gruppsjukförsäkringspremier
7583,Gruppolycksfallsförsäkringspremier
7589,Övriga gruppförsäkringspremier
7590,Övriga sociala och andra avgifter enligt lag och avtal
7600,Övriga personalkostnader (gruppkonto)
7610,Utbildning
7620,Sjuk- och hälsovård
7621,"Sjuk- och hälsovård, avdragsgill"
7622,"Sjuk- och hälsovård, ej avdragsgill"
7623,"Sjukvårdsförsäkring, ej avdragsgill"
7630,Personalrepresentation
7631,"Personalrepresentation, avdragsgill"
7632,"Personalrepresentation, ej avdragsgill"
7650,Sjuklöneförsäkring
7670,Förändring av personalstiftelsekapital
7671,Avsättning till personalstiftelse
7678,Gottgörelse från personalstiftelse
7690,Övriga personalkostnader
7691,Personalrekrytering
7692,Begravningshjälp
7693,Fritidsverksamhet
7699,Övriga personalkostnader
7710,Nedskrivningar av immateriella anläggningstillgångar
7720,Nedskrivningar av byggnader och mark
7730,Nedskrivningar av maskiner och inventarier
7740,Nedskrivningar av vissa omsättningstillgångar
7760,Återföring av nedskrivningar av immateriella anläggningstillgångar
7770,Återföring av nedskrivningar av byggnader och mark
7780,Återföring av nedskrivningar av maskiner och inventarier
7790,Återföring av nedskrivningar av vissa omsättningstillgångar
7810,Avskrivningar på immateriella anläggningstillgångar
7811,Avskrivningar på balanserade utgifter
7812,Avskrivningar på koncessioner m.m.
7813,Avskrivningar på patent
7814,Avskrivningar på licenser
7815,Avskrivningar på varumärken
7816,Avskrivningar på hyresrätter
7817,Avskrivningar på goodwill
7819,Avskrivningar på övriga immateriella anläggningstillgångar
7820,Avskrivningar på byggnader och markanläggningar
7821,Avskrivningar på byggnader
7824,Avskrivningar på markanläggningar
7829,Avskrivningar på övriga byggnader
7830,Avskrivningar på maskiner och inventarier
7831,Avskrivningar på maskiner och andra tekniska anläggningar
7832,Avskrivningar på inventarier och verktyg
7833,Avskrivningar på installationer
7834,Avskrivningar på bilar och andra transportmedel
7835,Avskrivningar på datorer
7836,Avskrivningar på leasade tillgångar
7839,Avskrivningar på övriga maskiner och inventarier
7840,Avskrivningar på förbättringsutgifter på annans fastighet
7940,Orealiserade positiva/negativa värdeförändringar på säkringsinstrument
7960,Valutakursförluster på fordringar och skulder av rörelsekaraktär
7970,Förlust vid avyttring av immateriella och materiella anläggningstillgångar
7971,Förlust vid avyttring av immateriella anläggningstillgångar
7972,Förlust vid avyttring av byggnader och mark
7973,Förlust vid avyttring av maskiner och inventarier
7990,Övriga rörelsekostnader
8010,Utdelning på andelar i koncernföretag
8012,Utdelning på andelar i dotterföretag
8013,Utdelning på andelar i andra koncernföretag
8014,Koncernbidrag
8016,"Emissionsinsats, koncernföretag"
8019,Övriga utdelningar på andelar i koncernföretag
8020,Resultat vid försäljning av andelar i koncernföretag
8022,Resultat vid försäljning av andelar i dotterföretag
8023,Resultat vid försäljning av andelar i andra koncernföretag
8030,Resultatandelar från handelsbolag (dotterföretag)
8070,Nedskrivningar av andelar i och långfristiga fordringar hos koncernföretag
8072,Nedskrivningar av andelar i dotterföretag
8073,Nedskrivningar av andelar i andra koncernföretag
8076,Nedskrivningar av långfristiga fordringar hos moderföretag
8077,Nedskrivningar av långfristiga fordringar hos dotterföretag
8078,Nedskrivningar av långfristiga fordringar hos andra koncernföretag
8080,Återföringar av nedskrivningar av andelar i och långfristiga fordringar hos koncernföretag
8082,Återföringar av nedskrivningar av andelar i dotterföretag
8083,Återföringar av nedskrivningar av andelar i andra koncernföretag
8086,Återföringar av nedskrivningar av långfristiga fordringar hos moderföretag
8087,Återföringar av nedskrivningar av långfristiga fordringar hos dotterföretag
8088,Återföringar av nedskrivningar av långfristiga fordringar hos andra koncernföretag
8110,"Utdelning på andelar i intresseftg, gemen styrda ftg och övriga ftg som det finns ett ägarintr i"
8111,Utdelningar på andelar i intresseföretag
8112,Utdelningar på andelar i gemensamt styrda företag
8113,Utdelningar på andelar i övriga företag som det finns ett ägarintresse i
8116,"Emissionsinsats, intresseföretag"
8117,"Emissionsinsats, gemensamt styrda företag"
8118,"Emissionsinsats, övriga företag som det finns ett ägarintresse i"
8120,"Resultat vid försäljn av andelar i intresseftg, gemen styrda ftg o övr ftg det finns ett ägarintr i"
8121,Resultat vid försäljning av andelar i intresseföretag
8122,Resultat vid försäljning av andelar i gemensamt styrda företag
8123,Resultat vid försäljning av andelar i övriga företag som det finns ett ägarintresse i
8130,"Resultatandel från hb (intresseftg, gemen styrda ftg och övr ftg som det finns ett ägarintr i)"
8131,Resultatandelar från handelsbolag (intresseföretag)
8132,Resultatandelar från handelsbolag (gemensamt styrda företag)
8133,Resultatandelar från handelsbolag (övriga företag som det finns ett ägarintresse i)
8170,"Nedskriv av andel i o långfrist fordr hos intrftg, gemen styrda ftg o övr ftg finns ett ägarintr i"
8171,Nedskrivningar av andelar i intresseföretag
8172,Nedskrivningar av långfristiga fordringar hos intresseföretag
8173,Nedskrivningar av andelar i gemensamt styrda företag
8174,Nedskrivningar av långfristiga fordringar hos gemensamt styrda företag
8176,Nedskrivningar av andelar i övriga företag som det finns ett ägarintresse i
8177,Nedskrivningar av långfristiga fordringar hos övriga företag som det finns ett ägarintresse i
8180,Återföringar av nedskrivningar av andelar i och långfristiga fordringar hos intresseföretag
8181,Återföringar av nedskrivningar av andelar i intresseföretag
8182,Återföringar av nedskrivningar av långfristiga fordringar hos intresseföretag
8183,Återföringar av nedskrivningar av andelar i gemensamt styrda företag
8184,Återföringar av nedskrivningar av långfristiga fordringar hos gemensamt styrda företag
8186,Återföringar av nedskrivningar av andelar i övriga företag som det finns ett ägarintresse i
8187,"Andelar i intresseföretag, gemensamt styrda företag och övriga företag som finns ett ägarintresse i"
8210,Utdelningar på andelar i andra företag
8212,"Utdelningar, övriga företag"
8216,"Insatsemissioner, övriga företag"
8220,Resultat vid försäljning av värdepapper i och långfristiga fordringar hos andra företag
8221,Resultat vid försäljning av andelar i andra företag
8222,Resultat vid försäljning av långfristiga fordringar hos andra företag
8223,Resultat vid försäljning av derivat (långfristiga värdepappersinnehav)
8230,Valutakursdifferenser på långfristiga fordringar
8231,Valutakursvinster på långfristiga fordringar
8236,Valutakursförluster på långfristiga fordringar
8240,Resultatandelar från handelsbolag (andra företag)
8250,Ränteintäkter från långfristiga fordringar hos och värdepapper i andra företag
8251,Ränteintäkter från långfristiga fordringar
8252,Ränteintäkter från övriga värdepapper
8254,"Skattefria ränteintäkter, långfristiga tillgångar"
8255,Avkastningsskatt kapitalplacering
8260,Ränteintäkter från långfristiga fordringar hos koncernföretag
8261,Ränteintäkter från långfristiga fordringar hos moderföretag
8262,Ränteintäkter från långfristiga fordringar hos dotterföretag
8263,Ränteintäkter från långfristiga fordringar hos andra koncernföretag
8270,Nedskrivningar av innehav av andelar i och långfristiga fordringar hos andra företag
8271,Nedskrivningar av andelar i andra företag
8272,Nedskrivningar av långfristiga fordringar hos andra företag
8273,Nedskrivningar av övriga värdepapper hos andra företag
8280,Återföringar av nedskrivningar av andelar i och långfristiga fordringar hos andra företag
8281,Återföringar av nedskrivningar av andelar i andra företag
8282,Återföringar av nedskrivningar av långfristiga fordringar hos andra företag
8283,Återföringar av nedskrivningar av övriga värdepapper i andra företag
8290,"Värdering till verkligt värde, anläggningstillgångar"
8291,Orealiserade värdeförändringar på anläggningstillgångar
8295,Orealiserade värdeförändringar på derivatinstrument
8310,Ränteintäkter från omsättningstillgångar
8311,Ränteintäkter från bank
8312,Ränteintäkter från kortfristiga placeringar
8313,Ränteintäkter från kortfristiga fordringar
8314,Skattefria ränteintäkter
8317,Ränteintäkter för dold räntekompensation
8319,Övriga ränteintäkter från omsättningstillgångar
8320,"Värdering till verkligt värde, omsättningstillgångar"
8321,Orealiserade värdeförändringar på omsättningstillgångar
8325,Orealiserade värdeförändringar på derivatinstrument (oms.-tillg.)
8330,Valutakursdifferenser på kortfristiga fordringar och placeringar
8331,Valutakursvinster på kortfristiga fordringar och placeringar
8336,Valutakursförluster på kortfristiga fordringar och placeringar
8340,Utdelningar på kortfristiga placeringar
8350,Resultat vid försäljning av kortfristiga placeringar
8360,Övriga ränteintäkter från koncernföretag
8361,Övriga ränteintäkter från moderföretag
8362,Övriga ränteintäkter från dotterföretag
8363,Övriga ränteintäkter från andra koncernföretag
8370,Nedskrivningar av kortfristiga placeringar
8380,Återföringar av nedskrivningar av kortfristiga placeringar
8390,Övriga finansiella intäkter
8400,Räntekostnader (gruppkonto)
8410,Räntekostnader för långfristiga skulder
8411,"Räntekostnader för obligations-, förlags- och konvertibla lån"
8412,Räntedel i årets pensionskostnad
8413,Räntekostnader för checkräkningskredit
8414,Räntekostnader för byggnadskreditiv
8415,Räntekostnader för andra skulder till kreditinstitut
8417,Räntekostnader för dold räntekompensation m.m.
8418,Avdragspost för räntesubventioner
8419,Övriga räntekostnader för långfristiga skulder
8420,Räntekostnader för kortfristiga skulder
8421,Räntekostnader till kreditinstitut
8422,Dröjsmålsräntor för leverantörsskulder
8423,Räntekostnader för skatter och avgifter
8424,Räntekostnader byggnadskreditiv
8429,Övriga räntekostnader för kortfristiga skulder
8430,Valutakursdifferenser på skulder
8431,Valutakursvinster på skulder
8436,Valutakursförluster på skulder
8440,Erhållna räntebidrag
8450,Orealiserade värdeförändringar på skulder
8451,Orealiserade värdeförändringar på skulder
8455,Orealiserade värdeförändringar på säkringsinstrument
8460,Räntekostnader till koncernföretag
8461,Räntekostnader till moderföretag
8462,Räntekostnader till dotterföretag
8463,Räntekostnader till andra koncernföretag
8480,Aktiverade ränteutgifter
8490,Övriga skuldrelaterade poster
8491,Erhållet ackord på skulder till kreditinstitut m.m.
8810,Förändring av periodiseringsfond
8811,Avsättning till periodiseringsfond
8819,Återföring från periodiseringsfond
8820,Mottagna koncernbidrag
8830,Lämnade koncernbidrag
8840,Lämnade gottgörelser
8850,Förändring av överavskrivningar
8851,"Förändring av överavskrivningar, immateriella anläggningstillgångar"
8852,"Förändring av överavskrivningar, byggnader och markanläggningar"
8853,"Förändring av överavskrivningar, maskiner och inventarier"
8860,Förändring av ersättningsfond
8861,Avsättning till ersättningsfond för inventarier
8862,Avsättning till ersättningsfond för byggnader och markanläggningar
8863,Avsättning till ersättningsfond för mark
8864,Avsättning till ersättningsfond för djurlager i jordbruk och renskötsel
8865,Ianspråktagande av ersättningsfond för avskrivningar
8866,Ianspråktagande av ersättningsfond för annat än avskrivningar
8869,Återföring från ersättningsfond
8880,Förändring av obeskattade intäkter
8881,Avsättning till upphovsmannakonto
8882,Återföring från upphovsmannakonto
8885,Avsättning till skogskonto
8886,Återföring från skogskonto
8890,Övriga bokslutsdispositioner
8892,Nedskrivningar av konsolideringskaraktär av anläggningstillgångar
8896,Förändring av lagerreserv
8899,Övriga bokslutsdispositioner
8910,Skatt som belastar årets resultat
8920,Skatt på grund av ändrad beskattning
8930,Restituerad skatt
8940,Uppskjuten skatt
8980,Övriga skatter
8990,Resultat
8999,Årets resultat
